
2020-06-20 02h16m16s
7568,000	14800,000	11936,000	3584,000	8160,000	14992,000	11344,000	3408,000
11920,000	14800,000	7568,000	3936,000	12336,000	14640,000	7088,000	4336,000
15200,000	10816,000	3200,000	9216,000	15184,000	10352,000	3200,000	9920,000
13824,000	5472,000	5648,000	14016,000	13344,000	4912,000	6192,000	14240,000
8960,000	3264,000	11120,000	15184,000	8336,000	3584,000	11616,000	14800,000
3760,000	7904,000	14800,000	11600,000	3584,000	8400,000	15184,000	11120,000
4624,000	13152,000	14208,000	6048,000	4976,000	13408,000	14000,000	5552,000
7840,000	14816,000	11664,000	3584,000	8352,000	15168,000	11168,000	3264,000
13120,000	14240,000	6112,000	4928,000	13360,000	14016,000	5584,000	5504,000
15184,000	9856,000	3216,000	10336,000	15200,000	9200,000	3200,000	10816,000
12960,000	4304,000	7104,000	14640,000	12352,000	3904,000	7600,000	14800,000
7568,000	3952,000	12352,000	14640,000	7040,000	4384,000	12960,000	14416,000
3216,000	9312,000	15184,000	10304,000	3216,000	9984,000	15184,000	10048,000
5664,000	14016,000	13344,000	4912,000	6272,000	14288,000	13056,000	4544,000
11168,000	15120,000	8352,000	3584,000	11680,000	14800,000	7760,000	3808,000
14848,000	11568,000	3568,000	8496,000	15184,000	10976,000	3200,000	9184,000
14192,000	6048,000	5072,000	13440,000	13936,000	5504,000	5536,000	13952,000
9664,000	3200,000	10400,000	15184,000	9120,000	3200,000	10976,000	15184,000
4160,000	7184,000	14752,000	12304,000	3808,000	7744,000	14800,000	11776,000
3984,000	12544,000	14576,000	6864,000	4544,000	13040,000	14304,000	6240,000
9568,000	15184,000	10208,000	3200,000	10048,000	15184,000	9936,000	3216,000
14016,000	13248,000	4768,000	6400,000	14400,000	13008,000	4384,000	7040,000
15008,000	8176,000	3584,000	11888,000	14800,000	7568,000	3936,000	12336,000
11376,000	3424,000	8720,000	15184,000	10784,000	3200,000	9280,000	15200,000
5856,000	5296,000	13520,000	13824,000	5440,000	5664,000	14016,000	13344,000
3200,000	10528,000	15184,000	8928,000	3296,000	11152,000	15152,000	8336,000
7424,000	14800,000	12080,000	3696,000	7968,000	14864,000	11552,000	3552,000
12688,000	14400,000	6688,000	4704,000	13232,000	14176,000	6048,000	5104,000
15184,000	10208,000	3200,000	10192,000	15184,000	9680,000	3216,000	10400,000
13248,000	4672,000	6720,000	14400,000	12688,000	4112,000	7248,000	14800,000
7952,000	3712,000	12048,000	14800,000	7376,000	4048,000	12624,000	14512,000
3296,000	8880,000	15200,000	10640,000	3216,000	9600,000	15184,000	10208,000
5456,000	13840,000	13632,000	5312,000	5872,000	14048,000	13248,000	4736,000
10784,000	15200,000	8688,000	3440,000	11392,000	14992,000	8032,000	3584,000
14800,000	11904,000	3584,000	8240,000	15008,000	11264,000	3392,000	8736,000
14400,000	6400,000	4800,000	13264,000	14032,000	5712,000	5328,000	13728,000
10016,000	3216,000	10240,000	15184,000	9344,000	3200,000	10768,000	15184,000
4512,000	6928,000	14576,000	12528,000	3968,000	7536,000	14800,000	11984,000
