
2020-07-03 09h39m40s
11744,000	5056,000	12224,000	17056,000
8656,000	6448,000	14992,000	16112,000
6048,000	9040,000	16624,000	14160,000
5072,000	12080,000	17040,000	11504,000
6608,000	15104,000	15984,000	7824,000
9840,000	16704,000	13408,000	5424,000
13792,000	16640,000	9456,000	5824,000
16480,000	14304,000	5824,000	9424,000
17056,000	10528,000	5360,000	13328,000
15104,000	6608,000	8304,000	16288,000
11552,000	5072,000	12256,000	17072,000
7360,000	7344,000	15792,000	15312,000
5072,000	11520,000	17040,000	12064,000
6608,000	15104,000	15888,000	7680,000
10512,000	17056,000	12672,000	5040,000
14320,000	16480,000	8768,000	6368,000
16672,000	13760,000	5456,000	10048,000
16720,000	9808,000	5584,000	13888,000
14592,000	6032,000	9056,000	16624,000
10880,000	5120,000	12992,000	17056,000
6784,000	7968,000	16096,000	15024,000
5040,000	12064,000	17040,000	11408,000
7232,000	15600,000	15632,000	7232,000
11920,000	17072,000	11792,000	5056,000
15696,000	15376,000	7088,000	7824,000
17072,000	10880,000	5120,000	12992,000
14544,000	5936,000	9200,000	16656,000
8992,000	6160,000	14752,000	16288,000
5056,000	11888,000	17040,000	11872,000
9040,000	16544,000	14208,000	5744,000
15328,000	15840,000	7376,000	7360,000
16688,000	9488,000	5696,000	14160,000
11904,000	5040,000	12048,000	17040,000
5472,000	10032,000	16848,000	13120,000
7904,000	15968,000	15088,000	6592,000
14576,000	16256,000	8496,000	6576,000
17040,000	10608,000	5264,000	13104,000
12640,000	5056,000	11232,000	17072,000
6080,000	9024,000	16544,000	14208,000
6880,000	15328,000	15840,000	7360,000
13696,000	16672,000	9488,000	5712,000
17040,000	11888,000	5040,000	12048,000
13776,000	5456,000	10096,000	16880,000
6976,000	7920,000	15984,000	15088,000
6048,000	14592,000	16256,000	8416,000
12640,000	17040,000	10592,000	5264,000
17056,000	12640,000	5040,000	11216,000
14688,000	6048,000	9024,000	16560,000
7904,000	6896,000	15328,000	15840,000
5424,000	13648,000	16640,000	9520,000
11840,000	17056,000	11904,000	5072,000
16640,000	13824,000	5424,000	10016,000
15376,000	7024,000	7872,000	15952,000
9040,000	6032,000	14576,000	16256,000
5040,000	12560,000	17040,000	10624,000
10576,000	17056,000	12656,000	5056,000
16288,000	14640,000	6032,000	9040,000
16048,000	7872,000	6960,000	15312,000
10128,000	5440,000	13728,000	16640,000
5056,000	11808,000	17056,000	11888,000
9456,000	16656,000	13792,000	5424,000
15728,000	15360,000	7008,000	7888,000
16624,000	9056,000	6048,000	14608,000
11376,000	5040,000	12624,000	17040,000
5264,000	10624,000	17072,000	12608,000
8496,000	16288,000	14592,000	6016,000
15120,000	16016,000	7824,000	7040,000
16912,000	10080,000	5440,000	13776,000
12096,000	5056,000	11856,000	17056,000

2020-07-03 09h40m50s

2020-07-03 09h45m27s



2020-07-03 09h48m28s
10992,000	4736,000	12304,000	1,000
5968,000	8576,000	16160,000	13968,000
5568,000	14128,000	16064,000	8384,000
11152,000	16736,000	11744,000	4752,000
15744,000	14768,000	6176,000	8368,000
16336,000	9280,000	5344,000	13808,000
12432,000	4752,000	10736,000	16736,000
6944,000	7248,000	15536,000	14832,000
4992,000	10240,000	16720,000	12352,000

2020-07-03 09h49m02s
7584,000	15728,000	14768,000	6160,000
13248,000	16320,000	9264,000	5344,000
16720,000	12560,000	4752,000	10672,000
15360,000	6976,000	7184,000	15536,000
10272,000	4944,000	12832,000	16544,000
5104,000	9696,000	16528,000	12864,000
6464,000	14864,000	15536,000	7152,000
11920,000	16704,000	10704,000	4720,000
16320,000	13808,000	5312,000	9376,000
15952,000	8176,000	6240,000	14784,000
11664,000	4736,000	11744,000	16720,000
6080,000	8400,000	16080,000	14112,000
5520,000	13888,000	16160,000	8592,000
10928,000	16704,000	11760,000	4752,000
15584,000	14800,000	6272,000	7984,000
16368,000	9456,000	5232,000	13616,000
12656,000	4784,000	10528,000	16736,000
7040,000	7072,000	15488,000	15008,000
4896,000	12704,000	16624,000	9808,000
9520,000	16432,000	13040,000	5056,000
14800,000	15552,000	7216,000	6864,000
16704,000	10736,000	4736,000	12384,000
13856,000	5344,000	9248,000	16320,000
8336,000	6128,000	14672,000	15760,000
4720,000	11728,000	16736,000	11200,000
8320,000	15920,000	14208,000	5616,000
13840,000	16272,000	8704,000	5696,000
16720,000	11920,000	4736,000	11408,000
14848,000	6416,000	7840,000	15824,000
9584,000	5120,000	13488,000	16352,000
4928,000	10272,000	16736,000	12336,000
7040,000	15376,000	15040,000	6736,000
12608,000	16720,000	9920,000	5136,000
16320,000	13152,000	5136,000	9904,000
15664,000	7472,000	6720,000	14992,000
11072,000	4736,000	12240,000	16736,000
5520,000	9056,000	16352,000	13504,000
6048,000	14560,000	15888,000	7888,000
11552,000	16736,000	11472,000	4752,000
15952,000	14400,000	5712,000	8720,000
16320,000	8832,000	5616,000	14192,000
12000,000	4736,000	11216,000	16736,000
6448,000	7616,000	15744,000	14688,000
5120,000	13312,000	16352,000	9184,000
10112,000	16736,000	12400,000	4720,000
15296,000	15312,000	6896,000	7216,000
16704,000	10144,000	5056,000	13072,000
13312,000	5104,000	9872,000	16592,000
7600,000	6496,000	14928,000	15536,000
4720,000	11984,000	16720,000	10624,000
8848,000	16336,000	13744,000	5280,000
14368,000	15936,000	8000,000	6272,000
16720,000	11552,000	4736,000	11728,000
14528,000	5872,000	8608,000	16128,000
8976,000	5520,000	14128,000	16096,000
4752,000	11136,000	16736,000	11744,000
7600,000	15680,000	14768,000	6224,000
13168,000	16336,000	9312,000	5328,000
16736,000	12448,000	4704,000	10704,000
15312,000	6896,000	7248,000	15568,000
10192,000	5024,000	13024,000	16464,000
5104,000	9824,000	16544,000	12752,000
6480,000	14928,000	15536,000	7120,000
11984,000	16736,000	10592,000	4768,000
16352,000	13664,000	5248,000	9488,000
15936,000	8032,000	6256,000	14800,000
11600,000	4752,000	11744,000	16704,000
6080,000	8400,000	16080,000	14112,000
5488,000	13952,000	16128,000	8512,000
11088,000	16768,000	11728,000	4720,000
15712,000	14752,000	6192,000	8224,000
16336,000	9312,000	5344,000	13792,000
12544,000	4720,000	10672,000	16720,000
6976,000	7152,000	15552,000	14912,000
4928,000	12800,000	16512,000	9680,000
9696,000	16528,000	12896,000	4960,000
14832,000	15568,000	7184,000	7008,000
16704,000	10720,000	4736,000	12416,000
13824,000	5312,000	9312,000	16336,000
8208,000	6240,000	14768,000	15712,000
4752,000	11744,000	16784,000	11136,000
8384,000	16064,000	14128,000	5504,000
13936,000	16144,000	8512,000	5968,000
16736,000	11728,000	4736,000	11568,000
14784,000	6272,000	8016,000	15952,000
9440,000	5296,000	13648,000	16320,000
4784,000	10544,000	16720,000	12016,000
7056,000	15488,000	14976,000	6544,000
12688,000	16672,000	9856,000	5104,000
16384,000	13088,000	5088,000	10032,000
15552,000	7264,000	6864,000	15200,000
10784,000	4736,000	12352,000	16736,000
5392,000	9152,000	16336,000	13408,000
6128,000	14672,000	15776,000	7600,000
11744,000	16720,000	11168,000	4736,000
15952,000	14192,000	5616,000	8848,000
16272,000	8736,000	5728,000	14304,000
11904,000	4720,000	11392,000	16736,000
6352,000	7888,000	15856,000	14608,000
5168,000	13504,000	16320,000	9056,000
10288,000	16720,000	12256,000	4720,000
15424,000	14992,000	6656,000	7568,000
16688,000	9872,000	5104,000	13168,000
13104,000	5104,000	9952,000	16704,000
7520,000	6720,000	15024,000	15424,000
4752,000	12224,000	16704,000	10320,000
9104,000	16320,000	13504,000	5136,000
14576,000	15856,000	7776,000	6400,000
16720,000	11376,000	4736,000	11920,000
14256,000	5712,000	8736,000	16304,000
8800,000	5664,000	14192,000	15952,000
4736,000	11200,000	16736,000	11712,000
7760,000	15808,000	14640,000	6080,000
13488,000	16320,000	9088,000	5504,000
16720,000	12320,000	4736,000	10960,000
15088,000	6816,000	7408,000	15568,000
9952,000	5104,000	13104,000	16368,000
5104,000	9888,000	16672,000	12720,000
6576,000	14992,000	15472,000	7024,000
12064,000	16720,000	10448,000	4848,000
16368,000	13616,000	5216,000	9504,000
15952,000	7936,000	6272,000	14784,000
11536,000	4720,000	11792,000	16736,000
5744,000	8704,000	16240,000	13840,000
5648,000	14192,000	16016,000	8320,000
11168,000	16736,000	11728,000	4752,000
15760,000	14704,000	6128,000	8320,000
16320,000	9136,000	5424,000	13840,000
12336,000	4752,000	10816,000	16720,000
6864,000	7264,000	15536,000	14784,000
5072,000	13056,000	16432,000	9504,000
9888,000	16624,000	12720,000	4848,000
14976,000	15504,000	7056,000	7056,000
16704,000	10512,000	4832,000	12704,000
13632,000	5232,000	9488,000	16352,000
7920,000	6288,000	14800,000	15552,000
4720,000	11744,000	16736,000	10960,000
8592,000	16160,000	13920,000	5472,000
14128,000	16032,000	8352,000	6112,000
16720,000	11728,000	4752,000	11680,000
14800,000	6208,000	8192,000	15920,000
9392,000	5296,000	13744,000	16352,000
4736,000	10592,000	16752,000	11984,000
7152,000	15536,000	14896,000	6464,000
12800,000	16528,000	9664,000	5120,000
16544,000	12864,000	4912,000	10256,000
15552,000	7136,000	7024,000	15376,000
10704,000	4736,000	12496,000	16720,000
5312,000	9328,000	16336,000	13248,000
6176,000	14720,000	15760,000	7568,000
11744,000	16736,000	11184,000	4720,000
16064,000	14208,000	5584,000	8848,000
16240,000	8688,000	5728,000	14304,000
11872,000	4752,000	11472,000	16720,000
6352,000	7936,000	15888,000	14576,000
5200,000	13568,000	16320,000	9008,000
10368,000	16720,000	12160,000	4720,000
15440,000	15008,000	6640,000	7568,000
16704,000	9920,000	5104,000	13136,000
13136,000	5136,000	9936,000	16704,000
7456,000	6752,000	15008,000	15408,000
4720,000	12256,000	16736,000	10320,000
9104,000	16336,000	13488,000	5104,000
14576,000	15856,000	7840,000	6384,000
16736,000	11392,000	4752,000	11904,000
14240,000	5648,000	8752,000	16336,000
8736,000	5696,000	14208,000	15952,000
4752,000	11216,000	16736,000	11696,000
7712,000	15760,000	14656,000	6112,000
13408,000	16336,000	9120,000	5472,000
16736,000	12336,000	4752,000	10896,000
15104,000	6816,000	7408,000	15568,000
10016,000	5104,000	13104,000	16368,000
5136,000	9888,000	16656,000	12688,000
6640,000	14976,000	15456,000	7056,000
12224,000	16736,000	10304,000	4912,000
16352,000	13504,000	5120,000	9552,000
15888,000	7888,000	6336,000	14800,000
11504,000	4736,000	11840,000	16704,000
5696,000	8704,000	16208,000	13856,000
5584,000	14192,000	16016,000	8320,000
11152,000	16736,000	11728,000	4720,000
15728,000	14704,000	6160,000	8320,000
16336,000	9184,000	5392,000	13840,000
12400,000	4720,000	10720,000	16704,000
6880,000	7216,000	15552,000	14800,000
5072,000	13088,000	16416,000	9472,000
9888,000	16608,000	12688,000	4848,000
14960,000	15504,000	7088,000	7056,000
16720,000	10576,000	4784,000	12640,000
13744,000	5264,000	9440,000	16336,000
8048,000	6272,000	14800,000	15616,000
4752,000	11760,000	16720,000	11024,000
8576,000	16128,000	13952,000	5488,000
14112,000	16096,000	8352,000	6064,000
16736,000	11728,000	4704,000	11664,000
14768,000	6208,000	8256,000	15952,000
9312,000	5328,000	13792,000	16320,000
4752,000	10608,000	16704,000	11968,000
7120,000	15552,000	14928,000	6480,000
12768,000	16560,000	9712,000	5104,000
16528,000	12944,000	4960,000	10256,000
15552,000	7216,000	6976,000	15328,000
10752,000	4736,000	12368,000	16720,000
7712,000	6448,000	14864,000	15552,000
4720,000	11984,000	16752,000	10624,000
8800,000	16352,000	13744,000	5296,000
14288,000	15936,000	8064,000	6256,000
16720,000	11600,000	4736,000	11728,000
14576,000	6048,000	8448,000	16112,000
