
2020-07-03 09h39m40s
0,000	0,000	0,000	0,000
17072,000	10400,000	5440,000	13440,000
16688,000	9824,000	5584,000	13936,000
16672,000	9200,000	5952,000	14496,000
16320,000	8672,000	6432,000	15008,000
16080,000	7920,000	6800,000	15232,000
15888,000	7424,000	7360,000	15728,000
15392,000	7040,000	7824,000	15936,000
15120,000	6608,000	8464,000	16272,000
14608,000	6032,000	9072,000	16608,000
14128,000	5664,000	9664,000	16688,000
13552,000	5440,000	10224,000	17008,000
13024,000	5088,000	10848,000	17072,000
12352,000	5056,000	11504,000	17056,000
12048,000	5072,000	12048,000	17024,000
11520,000	5072,000	12352,000	17056,000
10864,000	5136,000	13008,000	17024,000
10192,000	5456,000	13520,000	16688,000
9600,000	5632,000	14160,000	16640,000
9072,000	6016,000	14592,000	16288,000
8400,000	6576,000	15104,000	15952,000
7792,000	7136,000	15376,000	15728,000
7376,000	7472,000	15888,000	15248,000
6784,000	8016,000	16096,000	15024,000
6416,000	8672,000	16352,000	14528,000
5904,000	9248,000	16656,000	13968,000
5520,000	9840,000	16704,000	13424,000
5424,000	10416,000	17072,000	12736,000
5072,000	11056,000	17072,000	12224,000
5040,000	11760,000	17040,000	11952,000
5056,000	12112,000	17072,000	11440,000
5040,000	12576,000	17040,000	10640,000
5280,000	13088,000	16896,000	10112,000
5456,000	13792,000	16640,000	9424,000
5824,000	14192,000	16544,000	8960,000
6208,000	14848,000	16288,000	8256,000
6640,000	15104,000	15888,000	7584,000
7200,000	15584,000	15664,000	7232,000
7584,000	15872,000	15104,000	6672,000
8256,000	16256,000	14880,000	6256,000
8928,000	16448,000	14304,000	5824,000
9424,000	16672,000	13824,000	5472,000
9952,000	16832,000	13264,000	5312,000
10608,000	17040,000	12656,000	5088,000
11296,000	17056,000	12064,000	5088,000
11872,000	17056,000	11808,000	5056,000
12192,000	17072,000	11088,000	5056,000
12704,000	17040,000	10528,000	5376,000
13360,000	16800,000	9856,000	5520,000
13840,000	16656,000	9376,000	5840,000
14432,000	16432,000	8704,000	6416,000
14944,000	16192,000	8096,000	6720,000
15168,000	15904,000	7504,000	7312,000
15696,000	15472,000	7168,000	7728,000
15920,000	15120,000	6576,000	8384,000
16272,000	14688,000	6064,000	9024,000
16576,000	14176,000	5712,000	9520,000
16656,000	13728,000	5440,000	10144,000
16960,000	13056,000	5168,000	10656,000
17056,000	12496,000	5072,000	11456,000
17040,000	12096,000	5072,000	12016,000
17056,000	11584,000	5072,000	12288,000
17040,000	10960,000	5088,000	12912,000
17072,000	10240,000	5424,000	13488,000
16688,000	9696,000	5632,000	14112,000
16688,000	9120,000	5984,000	14512,000
16272,000	8592,000	6544,000	15056,000
16048,000	7936,000	6928,000	15328,000
15808,000	7376,000	7376,000	15792,000
15328,000	6880,000	7904,000	16064,000
15056,000	6512,000	8640,000	16256,000
14544,000	5968,000	9168,000	16656,000
14064,000	5632,000	9792,000	16688,000
13456,000	5440,000	10272,000	17072,000
12896,000	5056,000	10992,000	17056,000
12288,000	5056,000	11552,000	17056,000
12048,000	5072,000	12064,000	17040,000
11488,000	5088,000	12384,000	17056,000
10736,000	5200,000	13056,000	16976,000
10160,000	5456,000	13712,000	16656,000
9472,000	5776,000	14192,000	16560,000
8976,000	6160,000	14768,000	16256,000
8288,000	6592,000	15104,000	15920,000
7648,000	7200,000	15456,000	15680,000
7296,000	7552,000	15904,000	15184,000
6720,000	8160,000	16144,000	14960,000
6400,000	8720,000	16432,000	14448,000
5824,000	9376,000	16656,000	13872,000
5488,000	9856,000	16784,000	13360,000
5344,000	10544,000	17056,000	12688,000
5072,000	11088,000	17072,000	12176,000
5040,000	11840,000	17072,000	11888,000
5056,000	12064,000	17072,000	11296,000
5040,000	12640,000	17056,000	10592,000
5312,000	13184,000	16848,000	9968,000
5472,000	13840,000	16656,000	9424,000
5856,000	14272,000	16448,000	8832,000
6368,000	14928,000	16256,000	8208,000
6688,000	15120,000	15888,000	7584,000
7232,000	15632,000	15632,000	7184,000
7600,000	15856,000	15104,000	6656,000
8256,000	16288,000	14864,000	6224,000
8944,000	16464,000	14272,000	5808,000
9424,000	16672,000	13840,000	5456,000
10032,000	16864,000	13120,000	5280,000
10608,000	17040,000	12608,000	5072,000
11424,000	17040,000	12064,000	5088,000
11952,000	17040,000	11728,000	5072,000
12224,000	17072,000	11024,000	5056,000
12768,000	17072,000	10416,000	5440,000
13408,000	16736,000	9840,000	5552,000
13920,000	16672,000	9216,000	5920,000
14480,000	16352,000	8672,000	6448,000
14992,000	16096,000	7952,000	6800,000
15248,000	15888,000	7408,000	7360,000
15744,000	15360,000	7008,000	7856,000
15968,000	15120,000	6576,000	8512,000
16256,000	14576,000	6032,000	9088,000
16640,000	14128,000	5648,000	9664,000
16688,000	13536,000	5440,000	10208,000
17024,000	13040,000	5120,000	10816,000
17072,000	12352,000	5056,000	11488,000
17040,000	12080,000	5072,000	12064,000
17040,000	11504,000	5072,000	12352,000
17040,000	10800,000	5184,000	13040,000
16992,000	10208,000	5456,000	13584,000
16688,000	9552,000	5664,000	14160,000
16608,000	9072,000	6016,000	14576,000
16272,000	8448,000	6608,000	15104,000
15984,000	7824,000	7072,000	15344,000
15728,000	7344,000	7456,000	15856,000
15264,000	6784,000	7968,000	16096,000
14992,000	6416,000	8656,000	16320,000
14528,000	5920,000	9248,000	16752,000
13968,000	5552,000	9824,000	16672,000
13424,000	5424,000	10352,000	17072,000
12768,000	5040,000	11056,000	17072,000
12240,000	5056,000	11680,000	17072,000
11968,000	5056,000	12112,000	17072,000
11424,000	5088,000	12544,000	17040,000
10640,000	5264,000	13072,000	16880,000
10048,000	5424,000	13824,000	16640,000
9408,000	5856,000	14208,000	16512,000
8880,000	6240,000	14864,000	16288,000
8256,000	6656,000	15104,000	15888,000
7584,000	7200,000	15584,000	15648,000
7232,000	7584,000	15888,000	15120,000
6672,000	8256,000	16224,000	14896,000
6272,000	8896,000	16480,000	14304,000
5792,000	9408,000	16672,000	13808,000
5456,000	9984,000	16848,000	13248,000
5280,000	10608,000	17040,000	12640,000
5088,000	11296,000	17040,000	12064,000
5072,000	11856,000	17056,000	11824,000
5056,000	12176,000	17088,000	11120,000
5056,000	12672,000	17056,000	10544,000
5376,000	13344,000	16816,000	9824,000
5536,000	13856,000	16656,000	9360,000
5872,000	14464,000	16400,000	8688,000
6416,000	14944,000	16160,000	8048,000
6768,000	15184,000	15904,000	7488,000
7344,000	15680,000	15456,000	7168,000
8384,000	16256,000	14720,000	6096,000
9552,000	16656,000	13696,000	5440,000
11472,000	17040,000	12080,000	5040,000
12928,000	17072,000	10240,000	5424,000
14512,000	16256,000	8608,000	6544,000
16096,000	15056,000	6512,000	8624,000
17072,000	12896,000	5056,000	10976,000
16944,000	10160,000	5456,000	13664,000
15680,000	7312,000	7520,000	15904,000
13360,000	5376,000	10496,000	17056,000
10576,000	5328,000	13232,000	16848,000
7584,000	7216,000	15616,000	15648,000
5440,000	10048,000	16864,000	13120,000
5056,000	12784,000	17056,000	10400,000
6816,000	15264,000	15888,000	7424,000
9696,000	16688,000	13520,000	5440,000
12368,000	17056,000	10816,000	5168,000
15120,000	15936,000	7760,000	7152,000
16656,000	13936,000	5536,000	9840,000
17056,000	11360,000	5056,000	12592,000
16272,000	8272,000	6640,000	15088,000
14256,000	5792,000	9424,000	16672,000
